INTEGRATED_NAME,ADDRESS,TREES_KIND
휘경로,"서울특별시 동대문구 휘경동 118-22","양버즘나무 은행나무 "
이문로,"서울특별시 동대문구 이문동 256-2","은행나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 473-1","이팝나무 회화나무 "
이문로,"서울특별시 동대문구 이문동 292-261","양버즘나무 은행나무 "
외대역동로,"서울특별시 동대문구 휘경동 108-36","양버즘나무 "
답십리로,"서울특별시 동대문구 전농동 679-8","양버즘나무 "
홍릉로,"서울특별시 동대문구 청량리동 산 1-215","양버즘나무 은행나무 "
천호대로47길,"서울특별시 동대문구 답십리동 645-7","은행나무 느티나무 "
서울시립대로,"서울특별시 동대문구 전농동 581-19","은행나무 "
전농로,"서울특별시 동대문구 전농동 103-98","은행나무 "
무학로,"서울특별시 동대문구 용두동 146-16","은행나무 "
전농로,"서울특별시 동대문구 답십리동 439-4","양버즘나무 "
한천로,"서울특별시 동대문구 답십리동 2-56","양버즘나무 은행나무 "
무학로,"서울특별시 동대문구 용두동 130-16","은행나무 "
안암로,"서울특별시 동대문구 제기동 190-11","양버즘나무 은행나무 "
회기로,"서울특별시 동대문구 제기동 1142-16","은행나무 "
장한로,"서울특별시 동대문구 장안동 469-10","양버즘나무 이팝나무 은행나무 "
답십리로,"서울특별시 동대문구 답십리동 53-54","이팝나무 "
한천로,"서울특별시 동대문구 이문동 210-1","양버즘나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-11","이팝나무 회화나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-924","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-88","은행나무 "
전농로,"서울특별시 동대문구 답십리동 36-2","양버즘나무 은행나무 "
이문로,"서울특별시 동대문구 휘경동 187-50","은행나무 "
이문로,"서울특별시 동대문구 이문동 251-1","양버즘나무 은행나무 "
장한로6길,"서울특별시 동대문구 장안동 480-11","은행나무 "
청계천로,"서울특별시 동대문구 용두동 696-6","양버즘나무 은행나무 소나무 느티나무 "
회기로,"서울특별시 동대문구 청량리동 산 1-227","은행나무 "
장한로,"서울특별시 동대문구 장안동 469-13","이팝나무 은행나무 "
한천로,"서울특별시 동대문구 휘경동 7-34","양버즘나무 "
한천로,"서울특별시 동대문구 이문동 209-18","은행나무 "
전농로,"서울특별시 동대문구 전농동 103-297","은행나무 "
경희대로,"서울특별시 동대문구 회기동 16-59","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 534-5","은행나무 "
고산자로,"서울특별시 동대문구 제기동 136-11","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-14","이팝나무 회화나무 "
황물로,"서울특별시 동대문구 답십리동 539-6","양버즘나무 이팝나무 은행나무 "
왕산로,"서울특별시 동대문구 신설동 76-69","은행나무 "
이문로,"서울특별시 동대문구 회기동 67-7","양버즘나무 은행나무 백합나무 "
이문로,"서울특별시 동대문구 이문동 341-13","은행나무 "
망우로,"서울특별시 동대문구 휘경동 317-10","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 317-1","양버즘나무 "
전농로,"서울특별시 동대문구 답십리동 97-1","양버즘나무 은행나무 백합나무 "
전농로,"서울특별시 동대문구 답십리동 530-3","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 180-1","은행나무 "
이문로,"서울특별시 동대문구 이문동 327-3","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 205-845","양버즘나무 "
외대역동로,"서울특별시 동대문구 휘경동 42-4","은행나무 느티나무 "
회기로10길,"서울특별시 동대문구 청량리동 206-9","벚나무 "
이문로,"서울특별시 동대문구 이문동 256-371","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-38","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 497-39","양버즘나무 "
신이문로,"서울특별시 동대문구 이문동 220-106","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 205-809","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 961-1","양버즘나무 은행나무 "
답십리로,"서울특별시 동대문구 답십리동 474-28","양버즘나무 "
홍릉로,"서울특별시 동대문구 청량리동 산 1-213","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 60-212","은행나무 "
답십리로,"서울특별시 동대문구 전농동 625-6","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 60-111","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 472-103","양버즘나무 은행나무 "
이문로,"서울특별시 동대문구 이문동 255-4","은행나무 "
한천로,"서울특별시 동대문구 전농동 1-120","양버즘나무 은행나무 "
회기로,"서울특별시 동대문구 휘경동 255-4","은행나무 "
회기로,"서울특별시 동대문구 청량리동 207","은행나무 "
경희대로,"서울특별시 동대문구 회기동 32","은행나무 "
한빛로,"서울특별시 동대문구 용두동 150-38","이팝나무 "
고산자로,"서울특별시 동대문구 용두동 47-1","양버즘나무 이팝나무 은행나무 느티나무 "
답십리로,"서울특별시 동대문구 장안동 142-7","이팝나무 "
서울시립대로,"서울특별시 동대문구 전농동 569-5","은행나무 "
약령시로,"서울특별시 동대문구 제기동 241-26","은행나무 "
약령시로,"서울특별시 동대문구 제기동 151-14","은행나무 "
한천로,"서울특별시 동대문구 답십리동 924","양버즘나무 은행나무 "
약령시로,"서울특별시 동대문구 제기동 818-8","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 645-4","은행나무 "
무학로,"서울특별시 동대문구 용두동 747","은행나무 벚나무 "
한빛로,"서울특별시 동대문구 신설동 79-2","이팝나무 "
황물로,"서울특별시 동대문구 전농동 645-1","양버즘나무 이팝나무 은행나무 "
청계천로,"서울특별시 동대문구 용두동 255-74","느티나무 "
망우로,"서울특별시 동대문구 휘경동 275-1","은행나무 "
왕산로,"서울특별시 동대문구 전농동 99-4","이팝나무 은행나무 "
고산자로,"서울특별시 동대문구 제기동 136-207","은행나무 "
경희대로,"서울특별시 동대문구 회기동 16-58","은행나무 "
안암로,"서울특별시 동대문구 제기동 67-242","은행나무 "
외대역동로,"서울특별시 동대문구 휘경동 110-7","양버즘나무 "
장한로,"서울특별시 동대문구 장안동 469-14","이팝나무 은행나무 벚나무 "
천호대로,"서울특별시 동대문구 장안동 472-2","양버즘나무 산딸나무 은행나무 "
전농로,"서울특별시 동대문구 전농동 135-45","은행나무 "
답십리로,"서울특별시 동대문구 장안동 332-13","이팝나무 "
고산자로,"서울특별시 동대문구 제기동 122-432","양버즘나무 "
장한로,"서울특별시 동대문구 장안동 469-15","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 31-1","은행나무 "
왕산로,"서울특별시 동대문구 신설동 85-1","은행나무 "
신이문로,"서울특별시 동대문구 이문동 164-25","은행나무 "
천호대로,"서울특별시 동대문구 신설동 102-12","은행나무 "
약령시로,"서울특별시 동대문구 제기동 888-18","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-267","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 497-3","은행나무 "
황물로,"서울특별시 동대문구 답십리동 532-1","양버즘나무 "
홍릉로,"서울특별시 동대문구 청량리동 205-849","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 500-30","은행나무 "
망우로,"서울특별시 동대문구 휘경동 42-3","이팝나무 은행나무 "
전농로,"서울특별시 동대문구 답십리동 266-2","양버즘나무 "
전농로,"서울특별시 동대문구 전농동 295-94","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-172","은행나무 "
회기로,"서울특별시 동대문구 회기동 산 4-78","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-72","회화나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-1033","은행나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-311","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 124-15","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-103","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 790","은행나무 "
휘경로,"서울특별시 동대문구 휘경동 147-6","양버즘나무 이팝나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-87","은행나무 "
사가정로,"서울특별시 동대문구 전농동 325-21","은행나무 "
천호대로,"서울특별시 동대문구 신설동 92-43","양버즘나무 "
천호대로47길,"서울특별시 동대문구 답십리동 463-1","느티나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-379","은행나무 "
답십리로,"서울특별시 동대문구 장안동 469-15","이팝나무 "
이문로,"서울특별시 동대문구 회기동 346-34","은행나무 "
고산자로,"서울특별시 동대문구 제기동 800","양버즘나무 느티나무 "
장한로,"서울특별시 동대문구 장안동 469-1","이팝나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-15","이팝나무 회화나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-390","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 3-9","이팝나무 "
신이문로,"서울특별시 동대문구 이문동 256-13","은행나무 "
이문로,"서울특별시 동대문구 이문동 328-3","은행나무 "
전농로,"서울특별시 동대문구 전농동 183-1","은행나무 "
고산자로,"서울특별시 동대문구 제기동 1150-1","은행나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-308","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-287","은행나무 "
사가정로,"서울특별시 동대문구 전농동 6-3","이팝나무 은행나무 "
회기로,"서울특별시 동대문구 회기동 346-11","은행나무 "
신이문로,"서울특별시 동대문구 이문동 237-113","은행나무 "
약령시로,"서울특별시 동대문구 제기동 250-1","은행나무 "
고산자로,"서울특별시 동대문구 제기동 787","양버즘나무 느티나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-84","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-110","은행나무 "
전농로,"서울특별시 동대문구 답십리동 66-19","양버즘나무 은행나무 "
장한로,"서울특별시 동대문구 장안동 469-17","이팝나무 "
답십리로,"서울특별시 동대문구 전농동 693-3","양버즘나무 은행나무 "
안암로,"서울특별시 동대문구 용두동 748","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 이문동 90-2","백합나무 "
고산자로,"서울특별시 동대문구 용두동 36-10","은행나무 "
전농로,"서울특별시 동대문구 전농동 155-4","은행나무 "
사가정로,"서울특별시 동대문구 전농동 31-15","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 343-21","은행나무 "
고산자로,"서울특별시 동대문구 제기동 702","양버즘나무 "
한천로,"서울특별시 동대문구 장안동 114-1","양버즘나무 은행나무 "
회기로,"서울특별시 동대문구 제기동 1149-21","은행나무 "
이문로,"서울특별시 동대문구 이문동 329-2","은행나무 "
답십리로,"서울특별시 동대문구 전농동 493-4","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 60-202","은행나무 "
한천로,"서울특별시 동대문구 휘경동 361-1","양버즘나무 은행나무 "
답십리로,"서울특별시 동대문구 전농동 655-32","은행나무 "
사가정로,"서울특별시 동대문구 전농동 311-3","은행나무 "
사가정로,"서울특별시 동대문구 전농동 307-6","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 269-9","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 540","은행나무 "
황물로,"서울특별시 동대문구 전농동 672-2","양버즘나무 "
한천로,"서울특별시 동대문구 휘경동 43-257","양버즘나무 은행나무 "
사가정로,"서울특별시 동대문구 전농동 307-7","은행나무 "
한천로,"서울특별시 동대문구 장안동 245-13","양버즘나무 은행나무 "
제기로,"서울특별시 동대문구 제기동 135-126","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 530-3","양버즘나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 567-8","은행나무 "
신이문로,"서울특별시 동대문구 이문동 237-100","은행나무 "
회기로10길,"서울특별시 동대문구 청량리동 산 1-195","은행나무 백합나무 "
외대역동로,"서울특별시 동대문구 휘경동 39-74","느티나무 "
서울시립대로,"서울특별시 동대문구 전농동 583-1","은행나무 "
망우로,"서울특별시 동대문구 휘경동 317-65","은행나무 "
이문로,"서울특별시 동대문구 이문동 255-428","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-217","은행나무 "
약령시로,"서울특별시 동대문구 제기동 928-14","은행나무 "
전농로,"서울특별시 동대문구 전농동 135-5","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 112-209","느티나무 "
한천로,"서울특별시 동대문구 전농동 1-191","양버즘나무 이팝나무 은행나무 "
고산자로,"서울특별시 동대문구 제기동 122-40","은행나무 벚나무 "
답십리로,"서울특별시 동대문구 장안동 331-15","이팝나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-125","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 124-93","은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-281","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 555","양버즘나무 이팝나무 은행나무 "
답십리로,"서울특별시 동대문구 전농동 621-2","양버즘나무 "
황물로,"서울특별시 동대문구 전농동 644-28","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 3-107","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 244-15","양버즘나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 644-104","은행나무 "
천호대로,"서울특별시 동대문구 신설동 102-28","양버즘나무 은행나무 "
장한로,"서울특별시 동대문구 장안동 471-1","양버즘나무 "
왕산로,"서울특별시 동대문구 청량리동 1-2","은행나무 "
한천로,"서울특별시 동대문구 이문동 100-2","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 500-5","은행나무 "
한천로,"서울특별시 동대문구 이문동 177-106","양버즘나무 "
천호대로,"서울특별시 동대문구 답십리동 533-3","양버즘나무 "
제기로,"서울특별시 동대문구 제기동 142-21","양버즘나무 은행나무 "
이문로,"서울특별시 동대문구 이문동 288-38","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-42","은행나무 "
신이문로,"서울특별시 동대문구 이문동 237-107","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-78","은행나무 "
천호대로47길,"서울특별시 동대문구 답십리동 555","느티나무 "
회기로,"서울특별시 동대문구 회기동 45-57","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-74","은행나무 "
고산자로,"서울특별시 동대문구 용두동 26-14","느티나무 "
고산자로,"서울특별시 동대문구 제기동 908","양버즘나무 "
천호대로,"서울특별시 동대문구 신설동 102-9","양버즘나무 은행나무 "
황물로,"서울특별시 동대문구 전농동 645-2","양버즘나무 이팝나무 은행나무 "
한천로,"서울특별시 동대문구 장안동 162-12","양버즘나무 "
한천로,"서울특별시 동대문구 장안동 106-23","은행나무 "
한천로,"서울특별시 동대문구 장안동 95-1","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 답십리동 920","양버즘나무 은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-191","회화나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-127","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-382","은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-39","양버즘나무 은행나무 "
회기로,"서울특별시 동대문구 회기동 45-149","은행나무 "
청계천로,"서울특별시 동대문구 신설동 109-2","이팝나무 느티나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-486","은행나무 "
경희대로,"서울특별시 동대문구 회기동 36-22","은행나무 "
전농로,"서울특별시 동대문구 전농동 90-6","은행나무 "
답십리로,"서울특별시 동대문구 전농동 655-30","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 497-17","양버즘나무 "
답십리로,"서울특별시 동대문구 답십리동 69-1","이팝나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-16","회화나무 "
난계로,"서울특별시 동대문구 신설동 109-7","느티나무 "
답십리로,"서울특별시 동대문구 전농동 655-34","양버즘나무 은행나무 "
청계천로,"서울특별시 동대문구 용두동 47-30","양버즘나무 은행나무 소나무 "
망우로,"서울특별시 동대문구 휘경동 312-20","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 584-37","은행나무 "
망우로,"서울특별시 동대문구 휘경동 318-2","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 536","은행나무 "
서울시립대로,"서울특별시 동대문구 답십리동 542","은행나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-929","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-39","양버즘나무 은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-19","회화나무 "
황물로,"서울특별시 동대문구 답십리동 483-48","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 193-59","은행나무 "
답십리로,"서울특별시 동대문구 전농동 493-2","양버즘나무 은행나무 "
천호대로,"서울특별시 동대문구 답십리동 1002","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 952-2","양버즘나무 이팝나무 은행나무 "
답십리로69길,"서울특별시 동대문구 장안동 476-6","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 112-255","느티나무 "
한천로,"서울특별시 동대문구 장안동 141-2","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 답십리동 443-12","은행나무 "
안암로,"서울특별시 동대문구 용두동 775","양버즘나무 은행나무 "
약령시로,"서울특별시 동대문구 제기동 945-1","은행나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-309","은행나무 "
한천로,"서울특별시 동대문구 이문동 92-21","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 전농동 295-92","은행나무 "
고산자로,"서울특별시 동대문구 제기동 932","양버즘나무 "
천호대로,"서울특별시 동대문구 답십리동 496-14","양버즘나무 "
답십리로,"서울특별시 동대문구 전농동 622-1","양버즘나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 572","은행나무 "
신이문로,"서울특별시 동대문구 이문동 217-6","은행나무 "
한천로,"서울특별시 동대문구 답십리동 2-13","양버즘나무 은행나무 "
회기로,"서울특별시 동대문구 회기동 45-49","은행나무 "
한빛로,"서울특별시 동대문구 신설동 42-3","이팝나무 "
한천로,"서울특별시 동대문구 장안동 186-20","양버즘나무 "
사가정로,"서울특별시 동대문구 전농동 315-2","은행나무 "
장한로,"서울특별시 동대문구 장안동 469-6","이팝나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-25","회화나무 "
사가정로,"서울특별시 동대문구 전농1동 307-6","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 644-99","은행나무 "
회기로,"서울특별시 동대문구 제기동 1147","은행나무 "
신이문로,"서울특별시 동대문구 이문동 255-225","은행나무 "
안암로,"서울특별시 동대문구 제기동 136-361","은행나무 "
회기로,"서울특별시 동대문구 청량리동 205-551","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-56","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 43-149","회화나무 "
한천로,"서울특별시 동대문구 장안동 535-1","양버즘나무 은행나무 "
고산자로,"서울특별시 동대문구 제기동 121-3","양버즘나무 "
답십리로,"서울특별시 동대문구 전농동 655-37","은행나무 "
한천로,"서울특별시 동대문구 답십리동 438","양버즘나무 "
이문로,"서울특별시 동대문구 이문동 292-97","은행나무 "
황물로,"서울특별시 동대문구 답십리동 961-5","은행나무 "
청계천로,"서울특별시 동대문구 신설동 100-27","느티나무 "
답십리로,"서울특별시 동대문구 답십리동 111","이팝나무 느티나무 벚나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-57","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 539-6","은행나무 "
황물로,"서울특별시 동대문구 답십리동 484-41","양버즘나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-648","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-263","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 1012","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 524-1","은행나무 "
무학로,"서울특별시 동대문구 제기동 1157-9","은행나무 "
무학로,"서울특별시 동대문구 용두동 187-84","은행나무 "
고산자로,"서울특별시 동대문구 제기동 928-10","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 148-136","은행나무 "
전농로,"서울특별시 동대문구 전농동 103-322","은행나무 "
고산자로,"서울특별시 동대문구 제기동 799","양버즘나무 "
왕산로,"서울특별시 동대문구 제기동 856","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-371","은행나무 "
무학로,"서울특별시 동대문구 용두동 185-2","은행나무 "
고산자로,"서울특별시 동대문구 제기동 1150-6","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 493-11","양버즘나무 "
무학로,"서울특별시 동대문구 제기동 148-75","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 492-9","양버즘나무 은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 255-53","은행나무 "
답십리로,"서울특별시 동대문구 전농동 695-5","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 산 2-30","이팝나무 "
이문로,"서울특별시 동대문구 이문동 292-93","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 43-257","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 198-116","이팝나무 "
약령시로,"서울특별시 동대문구 제기동 148-88","벚나무 "
신이문로,"서울특별시 동대문구 이문동 220-202","은행나무 "
전농로,"서울특별시 동대문구 전농동 295-3","은행나무 "
황물로,"서울특별시 동대문구 답십리동 535-10","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-270","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 742-1","양버즘나무 은행나무 "
망우로,"서울특별시 동대문구 휘경동 31-2","은행나무 "
망우로,"서울특별시 동대문구 휘경동 312-247","은행나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 440-19","양버즘나무 이팝나무 "
한천로,"서울특별시 동대문구 답십리동 436","양버즘나무 이팝나무 은행나무 "
제기로,"서울특별시 동대문구 제기동 139-4","양버즘나무 은행나무 "
휘경로,"서울특별시 동대문구 휘경동 148-32","양버즘나무 "
청계천로,"서울특별시 동대문구 용두동 696-8","느티나무 "
이문로,"서울특별시 동대문구 이문동 255-261","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 65-11","이팝나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-126","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 644-101","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 474-26","양버즘나무 은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 205","양버즘나무 "
이문로,"서울특별시 동대문구 이문동 335-9","은행나무 "
왕산로,"서울특별시 동대문구 전농동 602-24","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 343-15","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 255-13","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 494-12","양버즘나무 "
답십리로,"서울특별시 동대문구 전농동 652-1","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 43-143","회화나무 "
약령시로,"서울특별시 동대문구 제기동 892-170","은행나무 "
왕산로,"서울특별시 동대문구 회기동 67-7","은행나무 느티나무 "
답십리로,"서울특별시 동대문구 답십리동 446","이팝나무 "
이문로,"서울특별시 동대문구 이문동 338-3","은행나무 "
신이문로,"서울특별시 동대문구 이문동 237-101","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 497-4","은행나무 "
한천로,"서울특별시 동대문구 전농동 1-1","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 답십리동 942","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 60-244","은행나무 "
한천로,"서울특별시 동대문구 답십리동 4-294","은행나무 "
답십리로,"서울특별시 동대문구 전농동 690","은행나무 "
망우로,"서울특별시 동대문구 휘경동 267-147","은행나무 "
답십리로,"서울특별시 동대문구 전농동 643-29","양버즘나무 은행나무 "
답십리로,"서울특별시 동대문구 답십리동 476-70","이팝나무 "
경희대로,"서울특별시 동대문구 회기동 16-9","은행나무 "
천호대로47길,"서울특별시 동대문구 답십리동 645-1","느티나무 "
사가정로,"서울특별시 동대문구 장안동 101-1","이팝나무 느티나무 "
제기로,"서울특별시 동대문구 제기동 135-89","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 전농동 183-37","은행나무 "
회기로,"서울특별시 동대문구 회기동 346-26","은행나무 "
고산자로,"서울특별시 동대문구 제기동 1041","양버즘나무 "
무학로,"서울특별시 동대문구 제기동 148-121","은행나무 "
장한로,"서울특별시 동대문구 장안동 469-2","이팝나무 "
황물로,"서울특별시 동대문구 답십리동 485-163","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 86-83","이팝나무 "
천호대로,"서울특별시 동대문구 답십리동 492-7","양버즘나무 은행나무 "
고산자로,"서울특별시 동대문구 제기동 1043","양버즘나무 "
사가정로,"서울특별시 동대문구 청량리동 206-4","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-610","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 549-2","양버즘나무 단풍나무 이팝나무 "
망우로,"서울특별시 동대문구 휘경동 146-46","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 198-109","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 53-59","이팝나무 "
이문로,"서울특별시 동대문구 이문동 255-260","은행나무 "
이문로,"서울특별시 동대문구 휘경동 336-10","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-20","은행나무 "
안암로,"서울특별시 동대문구 용두동 732-11","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 전농동 189-3","은행나무 "
망우로,"서울특별시 동대문구 휘경동 33-3","은행나무 "
경희대로,"서울특별시 동대문구 회기동 31-3","은행나무 "
한천로,"서울특별시 동대문구 이문동 94-6","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 485-74","양버즘나무 "
외대역동로,"서울특별시 동대문구 휘경동 117-1","양버즘나무 "
답십리로,"서울특별시 동대문구 답십리동 112-85","느티나무 "
외대역동로,"서울특별시 동대문구 휘경동 146-75","양버즘나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 643-38","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 150-15","은행나무 느티나무 "
답십리로,"서울특별시 동대문구 전농동 652-3","양버즘나무 "
한천로,"서울특별시 동대문구 휘경동 43-169","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 293","은행나무 "
신이문로,"서울특별시 동대문구 이문동 237-114","은행나무 "
이문로,"서울특별시 동대문구 이문동 341-85","은행나무 "
왕산로,"서울특별시 동대문구 신설동 76-22","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-131","은행나무 "
답십리로,"서울특별시 동대문구 전농동 679-9","양버즘나무 "
한천로,"서울특별시 동대문구 휘경동 7-7","양버즘나무 "
휘경로,"서울특별시 동대문구 이문동 288-38","은행나무 "
회기로,"서울특별시 동대문구 회기동 346-3","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 499-22","은행나무 "
외대역동로,"서울특별시 동대문구 휘경동 367-3","느티나무 "
약령시로,"서울특별시 동대문구 제기동 928-11","은행나무 "
황물로,"서울특별시 동대문구 답십리동 485-151","양버즘나무 이팝나무 은행나무 "
청계천로,"서울특별시 동대문구 용두동 255-72","느티나무 "
경희대로,"서울특별시 동대문구 회기동 36-27","은행나무 "
고산자로,"서울특별시 동대문구 제기동 845","양버즘나무 은행나무 "
천호대로47길,"서울특별시 동대문구 용두동 693-2","느티나무 "
한천로,"서울특별시 동대문구 휘경동 16-1","느티나무 "
이문로,"서울특별시 동대문구 이문동 251-3","은행나무 "
전농로,"서울특별시 동대문구 전농동 103-298","은행나무 "
정릉천동로,"서울특별시 동대문구 제기동 892-68","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 3-104","이팝나무 "
사가정로,"서울특별시 동대문구 전농동 305-11","은행나무 "
한천로,"서울특별시 동대문구 장안동 145-10","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 648-160","양버즘나무 은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 262-1","은행나무 "
전농로,"서울특별시 동대문구 답십리동 439-91","양버즘나무 은행나무 "
답십리로,"서울특별시 동대문구 장안동 469-5","이팝나무 "
