INTEGRATED_NAME,ADDRESS,TREES_KIND
서울시립대로,"서울특별시 동대문구 전농동 647-69","은행나무 "
휘경로,"서울특별시 동대문구 이문동 288-13","양버즘나무 "
외대역동로,"서울특별시 동대문구 휘경동 146-113","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 193-60","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-113","은행나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 358-25","양버즘나무 "
정릉천동로,"서울특별시 동대문구 제기동 892-66","양버즘나무 "
고산자로,"서울특별시 동대문구 제기동 122-57","양버즘나무 산딸나무 은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-82","은행나무 "
약령시로,"서울특별시 동대문구 제기동 55-11","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-20","이팝나무 회화나무 "
전농로,"서울특별시 동대문구 전농동 194-1","은행나무 "
전농로,"서울특별시 동대문구 전농동 142-5","은행나무 "
약령시로,"서울특별시 동대문구 제기동 241-24","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 648-13","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 150-108","은행나무 "
이문로,"서울특별시 동대문구 이문동 255-189","은행나무 "
휘경로,"서울특별시 동대문구 휘경동 148-50","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 241-3","은행나무 "
천호대로,"서울특별시 동대문구 신설동 102-8","양버즘나무 은행나무 "
고산자로,"서울특별시 동대문구 제기동 785","양버즘나무 "
사가정로,"서울특별시 동대문구 답십리동 475-102번지","은행나무 "
한천로,"서울특별시 동대문구 휘경동 347-2","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 951-8","은행나무 "
이문로,"서울특별시 동대문구 휘경동 321-40","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 267-9","은행나무 "
사가정로,"서울특별시 동대문구 장안동 1-490","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 215-1","이팝나무 느티나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-316","은행나무 "
답십리로,"서울특별시 동대문구 전농동 643-10","양버즘나무 "
답십리로,"서울특별시 동대문구 장안동 332-14","이팝나무 "
이문로,"서울특별시 동대문구 휘경동 337","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 답십리동 440-14","양버즘나무 "
사가정로,"서울특별시 동대문구 답십리동 467-48","은행나무 "
고미술로,"서울특별시 동대문구 답십리동 530-3","은행나무 "
한천로,"서울특별시 동대문구 휘경동 산 6-57","양버즘나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-927","은행나무 "
전농로,"서울특별시 동대문구 전농동 150-56","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 540","양버즘나무 "
전농로,"서울특별시 동대문구 답십리동 261-1","양버즘나무 은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-31","은행나무 "
답십리로,"서울특별시 동대문구 전농동 623-4","양버즘나무 "
한천로,"서울특별시 동대문구 답십리동 1-3","양버즘나무 "
고산자로,"서울특별시 동대문구 제기동 693","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 649-3","은행나무 "
회기로,"서울특별시 동대문구 회기동 58-1","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-23","은행나무 "
한천로66길,"서울특별시 동대문구 이문동 213-3","은행나무 "
황물로,"서울특별시 동대문구 답십리동 484-39","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 346-1","은행나무 "
전농로,"서울특별시 동대문구 전농동 295-52","은행나무 "
고산자로,"서울특별시 동대문구 제기동 122-34","양버즘나무 은행나무 "
한천로,"서울특별시 동대문구 휘경동 산 6-53","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 500-26","은행나무 "
무학로,"서울특별시 동대문구 제기동 1154","은행나무 "
전농로,"서울특별시 동대문구 답십리동 524-1","양버즘나무 "
제기로,"서울특별시 동대문구 제기동 135-91","양버즘나무 은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-66","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-189","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 500-25","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 127-106","은행나무 "
이문로,"서울특별시 동대문구 이문동 371-20","은행나무 "
이문로,"서울특별시 동대문구 이문동 257-281","은행나무 "
이문로,"서울특별시 동대문구 휘경동 321-28","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-86","은행나무 "
회기로,"서울특별시 동대문구 회기동 347","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 498-52","양버즘나무 "
한천로,"서울특별시 동대문구 전농동 1-36","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 568-7","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 115-1","이팝나무 "
사가정로,"서울특별시 동대문구 답십리동 528","은행나무 "
약령시로,"서울특별시 동대문구 청량리동 225-7","은행나무 "
망우로,"서울특별시 동대문구 휘경동 273","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 124-12","은행나무 "
한천로,"서울특별시 동대문구 전농동 1-171","양버즘나무 "
정릉천동로,"서울특별시 동대문구 제기동 892-65","양버즘나무 느티나무 "
천호대로,"서울특별시 동대문구 용두동 39-1013","양버즘나무 "
외대역동로,"서울특별시 동대문구 이문동 114-18","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 114-19","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 114-14","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 114-36","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 114-61","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 120-36","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 120-35","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 354-18","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 120-1","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 354-67","이팝나무 "
사가정로,"서울특별시 동대문구 답십리동 477-56","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-489","은행나무 "
난계로,"서울특별시 동대문구 신설동 92-34","느티나무 "
사가정로,"서울특별시 동대문구 장안동 100-12","이팝나무 "
천호대로,"서울특별시 동대문구 답십리동 550-3","양버즘나무 단풍나무 "
전농로10길,"서울특별시 동대문구 답십리동 80-7","이팝나무 "
답십리로57길,"서울특별시 동대문구 답십리동 80-9","은행나무 느티나무 "
전농로10길,"서울특별시 동대문구 답십리동 80-10","이팝나무 느티나무 "
황물로,"서울특별시 동대문구 답십리동 483-3","양버즘나무 은행나무 "
외대역동로,"서울특별시 동대문구 이문동 83-167","이팝나무 은행나무 "
회기로,"서울특별시 동대문구 회기동 346-25","은행나무 "
이문로,"서울특별시 동대문구 이문동 255-259","은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-175","양버즘나무 "
외대역동로,"서울특별시 동대문구 이문동 115-3","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 116-39","이팝나무 은행나무 벚나무 "
외대역동로,"서울특별시 동대문구 이문동 115-65","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 173-84","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 115-64","이팝나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-313","은행나무 "
장한로,"서울특별시 동대문구 장안동 311-3","이팝나무 "
천호대로,"서울특별시 동대문구 답십리동 493-12","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 165-6","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 129-60","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-104","은행나무 "
천호대로,"서울특별시 동대문구 답십리동 496-10","양버즘나무 "
경동시장로,"서울특별시 동대문구 제기동 853","이팝나무 "
천호대로,"서울특별시 동대문구 용두동 791-3","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 산 11-222","은행나무 "
천호대로,"서울특별시 동대문구 신설동 101-5","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 489-136","백합나무 "
서울시립대로,"서울특별시 동대문구 전농동 500-27","은행나무 "
한천로,"서울특별시 동대문구 답십리동 2-269","은행나무 "
경동시장로,"서울특별시 동대문구 제기동 855","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 115-53","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 115-49","이팝나무 "
사가정로,"서울특별시 동대문구 전농동 38-128","이팝나무 "
무학로,"서울특별시 동대문구 용두동 191-4","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-21","양버즘나무 "
답십리로,"서울특별시 동대문구 장안동 331-3","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 115-52","이팝나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-298","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 115-62","이팝나무 "
전농로10길,"서울특별시 동대문구 전농동 10-9","이팝나무 느티나무 벚나무 "
한천로,"서울특별시 동대문구 장안동 164-3","양버즘나무 은행나무 "
외대역동로,"서울특별시 동대문구 이문동 117-11","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 121-40","이팝나무 느티나무 "
외대역동로,"서울특별시 동대문구 이문동 85-21","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 85-51","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 121-78","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 116-60","이팝나무 "
황물로,"서울특별시 동대문구 전농동 644-18","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 961-10","양버즘나무 이팝나무 은행나무 "
회기로,"서울특별시 동대문구 회기동 45-35","은행나무 "
약령시로,"서울특별시 동대문구 제기동 887-235","은행나무 "
한천로,"서울특별시 동대문구 이문동 209-17","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 산 1-212","양버즘나무 "
천호대로,"서울특별시 동대문구 답십리동 498-53","양버즘나무 이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 41-2","이팝나무 "
이문로,"서울특별시 동대문구 이문동 364","양버즘나무 은행나무 "
이문로,"서울특별시 동대문구 이문동 255-262","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-22","은행나무 "
약령시로,"서울특별시 동대문구 제기동 165-21","은행나무 "
전농로,"서울특별시 동대문구 전농동 295-68","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 792-9","은행나무 "
답십리로,"서울특별시 동대문구 장안동 334-10","이팝나무 "
이문로,"서울특별시 동대문구 이문동 292-96","은행나무 "
고산자로,"서울특별시 동대문구 제기동 122-652","은행나무 "
사가정로,"서울특별시 동대문구 전농동 314-5","은행나무 "
왕산로,"서울특별시 동대문구 신설동 76-84","은행나무 "
회기로,"서울특별시 동대문구 회기동 58-3","은행나무 "
회기로,"서울특별시 동대문구 휘경동 191-3","은행나무 "
왕산로,"서울특별시 동대문구 전농동 625-1","은행나무 "
무학로,"서울특별시 동대문구 용두동 193-38","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-81","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 119-5","이팝나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-56","은행나무 "
이문로,"서울특별시 동대문구 이문동 335-1","은행나무 "
이문로,"서울특별시 동대문구 이문동 324-9","양버즘나무 "
이문로,"서울특별시 동대문구 이문동 254-4","은행나무 "
무학로,"서울특별시 동대문구 용두동 191-9","은행나무 "
황물로,"서울특별시 동대문구 답십리동 485-80","양버즘나무 "
안암로,"서울특별시 동대문구 제기동 1152-10","벚나무 "
회기로,"서울특별시 동대문구 회기동 16-93","은행나무 "
겸재로,"서울특별시 동대문구 휘경동 49-211","산딸나무 메타세쿼이아 "
사가정로,"서울특별시 동대문구 답십리동 532-1","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 568-17","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 217","이팝나무 "
한천로,"서울특별시 동대문구 이문동 176-1","은행나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-2","은행나무 "
사가정로,"서울특별시 동대문구 장안동 474-1","은행나무 "
이문로,"서울특별시 동대문구 이문동 257-277","은행나무 "
회기로,"서울특별시 동대문구 제기동 1142-17","은행나무 "
전농로,"서울특별시 동대문구 전농동 184-22","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 791-3","은행나무 "
신이문로,"서울특별시 동대문구 이문동 240-8","은행나무 "
무학로,"서울특별시 동대문구 제기동 148-64","은행나무 "
왕산로,"서울특별시 동대문구 용두동 23-7","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 47-2","은행나무 "
약령시로,"서울특별시 동대문구 제기동 831-9","은행나무 "
한천로,"서울특별시 동대문구 이문동 211-5","은행나무 "
정릉천동로,"서울특별시 동대문구 용두동 47-27","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-70","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-47","양버즘나무 "
회기로,"서울특별시 동대문구 회기동 45-62","은행나무 "
답십리로,"서울특별시 동대문구 장안동 331-14","이팝나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-485","은행나무 "
전농로,"서울특별시 동대문구 답십리동 243-1","은행나무 "
망우로,"서울특별시 동대문구 휘경동 343-25","은행나무 "
이문로,"서울특별시 동대문구 이문동 358-3","은행나무 "
답십리로,"서울특별시 동대문구 전농동 655-38","은행나무 "
약령시로,"서울특별시 동대문구 제기동 242-1","은행나무 "
한천로,"서울특별시 동대문구 장안동 114-22","은행나무 "
전농로,"서울특별시 동대문구 전농동 124-10","은행나무 "
이문로,"서울특별시 동대문구 이문동 363-29","은행나무 "
이문로,"서울특별시 동대문구 회기동 71-3","양버즘나무 "
천호대로45길,"서울특별시 동대문구 용두동 39-493","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 206-46","양버즘나무 "
이문로,"서울특별시 동대문구 회기동 346-30","은행나무 "
약령시로,"서울특별시 동대문구 제기동 952-1","은행나무 "
전농로,"서울특별시 동대문구 답십리동 53-20","양버즘나무 은행나무 "
전농로,"서울특별시 동대문구 전농동 295-53","은행나무 "
회기로,"서울특별시 동대문구 회기동 16-58","은행나무 "
망우로,"서울특별시 동대문구 휘경동 312-39","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-37","은행나무 "
답십리로,"서울특별시 동대문구 장안동 333-7","이팝나무 "
답십리로,"서울특별시 동대문구 전농동 625-3","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 146-10","은행나무 "
황물로,"서울특별시 동대문구 답십리동 490-27","은행나무 "
전농로,"서울특별시 동대문구 전농동 188-3","은행나무 "
한천로,"서울특별시 동대문구 답십리동 2-150","이팝나무 은행나무 "
한천로,"서울특별시 동대문구 전농동 1-168","양버즘나무 "
사가정로,"서울특별시 동대문구 전농동 38-145","이팝나무 "
서울시립대로,"서울특별시 동대문구 전농동 573","은행나무 "
정릉천동로,"서울특별시 동대문구 제기동 892-64","양버즘나무 "
사가정로,"서울특별시 동대문구 답십리동 111-3","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 66-66","이팝나무 "
한천로,"서울특별시 동대문구 휘경동 산 6-54","양버즘나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 49-197","회화나무 "
무학로,"서울특별시 동대문구 용두동 193-85","은행나무 "
답십리로,"서울특별시 동대문구 전농동 652-2","은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-137","양버즘나무 "
이문로,"서울특별시 동대문구 휘경동 330-2","은행나무 "
이문로,"서울특별시 동대문구 휘경동 187-49","은행나무 "
회기로,"서울특별시 동대문구 회기동 16-106","은행나무 "
무학로,"서울특별시 동대문구 용두동 118-82","양버즘나무 "
한빛로,"서울특별시 동대문구 용두동 150-35","이팝나무 "
휘경로,"서울특별시 동대문구 휘경동 121-7","양버즘나무 "
한천로,"서울특별시 동대문구 휘경동 43-267","양버즘나무 "
정릉천동로,"서울특별시 동대문구 용두동 791","은행나무 "
약령시로,"서울특별시 동대문구 제기동 833-1","은행나무 "
황물로,"서울특별시 동대문구 답십리동 952-6","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 193-61","은행나무 "
고산자로,"서울특별시 동대문구 제기동 934","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 483-15","양버즘나무 "
전농로10길,"서울특별시 동대문구 전농동 6","벚나무 "
전농로10길,"서울특별시 동대문구 전농동 10-2","벚나무 "
전농로10길,"서울특별시 동대문구 전농동 10","이팝나무 느티나무 벚나무 "
무학로,"서울특별시 동대문구 용두동 130-10","은행나무 "
신이문로,"서울특별시 동대문구 이문동 255-393","은행나무 "
이문로,"서울특별시 동대문구 이문동 255-223","은행나무 "
전농로,"서울특별시 동대문구 전농동 141-154","은행나무 "
제기로,"서울특별시 동대문구 제기동 666-1","양버즘나무 "
신이문로,"서울특별시 동대문구 이문동 237-137","은행나무 "
황물로,"서울특별시 동대문구 답십리동 467-19","양버즘나무 "
답십리로,"서울특별시 동대문구 답십리동 2-296","이팝나무 "
전농로10길,"서울특별시 동대문구 답십리동 80","이팝나무 느티나무 벚나무 "
한천로,"서울특별시 동대문구 전농동 1-192","양버즘나무 "
외대역동로,"서울특별시 동대문구 이문동 115-80","이팝나무 "
왕산로,"서울특별시 동대문구 용두동 689-1","은행나무 "
약령시로,"서울특별시 동대문구 제기동 149-18","은행나무 "
한빛로,"서울특별시 동대문구 용두동 206-2","이팝나무 "
한빛로,"서울특별시 동대문구 용두동 201-24","이팝나무 "
서울시립대로,"서울특별시 동대문구 전농동 644-103","은행나무 "
외대역동로,"서울특별시 동대문구 휘경동 39-76","느티나무 "
답십리로,"서울특별시 동대문구 답십리동 112-120","느티나무 "
약령시로,"서울특별시 동대문구 제기동 1152-20","은행나무 "
약령시로,"서울특별시 동대문구 제기동 190-2","은행나무 "
고산자로,"서울특별시 동대문구 용신동 34-9","느티나무 "
고산자로,"서울특별시 동대문구 용두동 34-7","느티나무 "
서울시립대로,"서울특별시 동대문구 전농동 530-85","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-488","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 109-39","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 121-83","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 176-1","이팝나무 "
외대역동로,"서울특별시 동대문구 이문동 123-5","이팝나무 느티나무 "
고산자로,"서울특별시 동대문구 제기동 921","은행나무 "
무학로,"서울특별시 동대문구 용두동 130-17","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 567-29","은행나무 "
전농로10길,"서울특별시 동대문구 전농동 686-2","이팝나무 "
고산자로,"서울특별시 동대문구 제기동 697","양버즘나무 "
전농로10길,"서울특별시 동대문구 전농동 10-1","느티나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-48","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-288","은행나무 "
약령시로,"서울특별시 동대문구 제기동 151-9","은행나무 "
회기로,"서울특별시 동대문구 회기동 58-2","은행나무 "
답십리로,"서울특별시 동대문구 전농동 623-19","양버즘나무 "
이문로,"서울특별시 동대문구 이문동 256-373","은행나무 "
망우로,"서울특별시 동대문구 휘경동 312-263","은행나무 "
무학로,"서울특별시 동대문구 제기동 148-158","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-44","은행나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 481-2","양버즘나무 "
장한로6길,"서울특별시 동대문구 장안동 473-7","양버즘나무 이팝나무 "
약령시로,"서울특별시 동대문구 청량리동 225-25","은행나무 "
황물로,"서울특별시 동대문구 답십리동 489-137","은행나무 "
신이문로,"서울특별시 동대문구 이문동 220-113","은행나무 "
무학로,"서울특별시 동대문구 용두동 190-10","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-79","은행나무 "
안암로,"서울특별시 동대문구 제기동 1152-12","벚나무 "
약령시로,"서울특별시 동대문구 제기동 830-6","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 261-3","은행나무 "
황물로,"서울특별시 동대문구 전농동 644-32","양버즘나무 "
망우로,"서울특별시 동대문구 휘경동 255-47","은행나무 "
휘경로,"서울특별시 동대문구 이문동 288-37","양버즘나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-24","은행나무 "
왕산로,"서울특별시 동대문구 제기동 1158-61","양버즘나무 "
휘경로,"서울특별시 동대문구 휘경동 122-7","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 255-14","은행나무 "
고산자로,"서울특별시 동대문구 제기동 919","양버즘나무 "
서울시립대로,"서울특별시 동대문구 답십리동 1002","은행나무 "
약령시로,"서울특별시 동대문구 제기동 153","은행나무 "
답십리로,"서울특별시 동대문구 장안동 334-9","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 76-82","이팝나무 "
한빛로,"서울특별시 동대문구 용두동 213-2","이팝나무 "
한빛로,"서울특별시 동대문구 용두동 212-3","이팝나무 "
서울시립대로,"서울특별시 동대문구 전농동 150-88","은행나무 "
전농로10길,"서울특별시 동대문구 전농동 10-10","벚나무 "
전농로10길,"서울특별시 동대문구 전농동 20-424","느티나무 "
회기로,"서울특별시 동대문구 회기동 45-60","은행나무 "
황물로,"서울특별시 동대문구 전농동 644-1","은행나무 "
답십리로,"서울특별시 동대문구 전농동 493-72","은행나무 "
황물로,"서울특별시 동대문구 답십리동 489-143","은행나무 "
제기로,"서울특별시 동대문구 제기동 669-2","양버즘나무 "
천호대로,"서울특별시 동대문구 용두동 34-4","느티나무 "
답십리로,"서울특별시 동대문구 전농동 649-4","양버즘나무 "
휘경로,"서울특별시 동대문구 휘경동 139-27","양버즘나무 "
한빛로,"서울특별시 동대문구 용두동 150-1","이팝나무 "
약령시로,"서울특별시 동대문구 제기동 151-17","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 108-1","은행나무 "
회기로,"서울특별시 동대문구 회기동 60-49","은행나무 "
천호대로,"서울특별시 동대문구 용두동 34-1","느티나무 "
천호대로,"서울특별시 동대문구 용두동 47-4","느티나무 "
안암로,"서울특별시 동대문구 제기동 137-19","은행나무 "
한빛로,"서울특별시 동대문구 용두동 237-10","단풍나무 이팝나무 "
회기로,"서울특별시 동대문구 회기동 46-1","은행나무 "
전농로,"서울특별시 동대문구 전농동 103-2","은행나무 "
천호대로,"서울특별시 동대문구 용두동 34-7","느티나무 "
천호대로,"서울특별시 동대문구 답십리동 530-26","양버즘나무 "
휘경로,"서울특별시 동대문구 휘경동 148-40","양버즘나무 "
망우로,"서울특별시 동대문구 휘경동 308-25","은행나무 "
황물로,"서울특별시 동대문구 답십리동 959-28","양버즘나무 "
전농로,"서울특별시 동대문구 전농동 141-75","은행나무 "
약령시로,"서울특별시 동대문구 제기동 148-132","은행나무 "
천호대로47길,"서울특별시 동대문구 답십리동 553-1","느티나무 "
무학로,"서울특별시 동대문구 용두동 146-9","은행나무 "
경희대로,"서울특별시 동대문구 회기동 27-2","은행나무 "
신이문로,"서울특별시 동대문구 이문동 357","은행나무 "
한천로,"서울특별시 동대문구 장안동 151-15","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 467-79","은행나무 "
한빛로,"서울특별시 동대문구 신설동 67-1","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 69-1","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 71-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 31-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 30-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 29-2","이팝나무 "
답십리로,"서울특별시 동대문구 전농동 648-163","양버즘나무 "
고산자로,"서울특별시 동대문구 제기동 122-117","양버즘나무 "
사가정로,"서울특별시 동대문구 답십리동 475-142","은행나무 "
홍릉로25길,"서울특별시 동대문구 청량리동 205-487","은행나무 "
이문로,"서울특별시 동대문구 이문동 287-19","은행나무 "
사가정로,"서울특별시 동대문구 전농동 321-3","은행나무 "
답십리로,"서울특별시 동대문구 답십리동 66-46","이팝나무 "
답십리로,"서울특별시 동대문구 답십리동 524-1","은행나무 "
한천로,"서울특별시 동대문구 장안동 124-15","양버즘나무 "
휘경로,"서울특별시 동대문구 휘경동 122-6","양버즘나무 "
서울시립대로,"서울특별시 동대문구 전농동 647-73","은행나무 "
답십리로,"서울특별시 동대문구 장안동 142-22","이팝나무 "
신이문로,"서울특별시 동대문구 이문동 237-108","은행나무 "
천호대로,"서울특별시 동대문구 용두동 47-33","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 530-1","은행나무 "
휘경로,"서울특별시 동대문구 이문동 288-26","양버즘나무 "
한빛로,"서울특별시 동대문구 신설동 1-3","이팝나무 은행나무 "
한빛로,"서울특별시 동대문구 용두동 201-12","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 49-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 50-2","이팝나무 "
한빛로,"서울특별시 동대문구 용두동 756-13","이팝나무 "
무학로,"서울특별시 동대문구 용두동 190-8","은행나무 "
회기로,"서울특별시 동대문구 회기동 45-61","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 85-90","이팝나무 "
사가정로,"서울특별시 동대문구 전농동 312","은행나무 "
외대역동로,"서울특별시 동대문구 이문동 85-20","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 38-2","이팝나무 "
한빛로,"서울특별시 동대문구 신설동 46-2","이팝나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 471-1","양버즘나무 "
약령시로,"서울특별시 동대문구 제기동 252","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 646-19","은행나무 "
장안벚꽃로,"서울특별시 동대문구 장안동 481-5","양버즘나무 "
황물로,"서울특별시 동대문구 답십리동 539","양버즘나무 "
전농로,"서울특별시 동대문구 답십리동 93-9","은행나무 "
황물로,"서울특별시 동대문구 답십리동 483-26","양버즘나무 "
답십리로,"서울특별시 동대문구 장안동 332-5","이팝나무 "
서울시립대로,"서울특별시 동대문구 전농동 150-87","느티나무 "
망우로21길,"서울특별시 동대문구 휘경동 42-6","은행나무 "
천호대로,"서울특별시 동대문구 신설동 102-14","은행나무 "
제기로,"서울특별시 동대문구 제기동 137-143","양버즘나무 "
고산자로,"서울특별시 동대문구 제기동 930-11","양버즘나무 "
천호대로,"서울특별시 동대문구 답십리동 496-11","은행나무 "
무학로,"서울특별시 동대문구 용두동 193-63","은행나무 "
한천로,"서울특별시 동대문구 전농동 1-200","양버즘나무 "
무학로,"서울특별시 동대문구 용두동 191-5","은행나무 "
천호대로,"서울특별시 동대문구 신설동 97-8","느티나무 "
회기로,"서울특별시 동대문구 회기동 45-41","은행나무 "
서울시립대로,"서울특별시 동대문구 전농동 568-18","은행나무 "
회기로,"서울특별시 동대문구 제기동 1142-20","은행나무 "
사가정로,"서울특별시 동대문구 답십리동 530-2","양버즘나무 "
한천로,"서울특별시 동대문구 휘경동 43-254","양버즘나무 "
신이문로,"서울특별시 동대문구 이문동 358-14","은행나무 "
장안벚꽃로,"서울특별시 동대문구 휘경동 43-152","이팝나무 "
망우로,"서울특별시 동대문구 휘경동 344","은행나무 "
제기로17길,"서울특별시 동대문구 청량리동 203-34","은행나무 "
무학로,"서울특별시 동대문구 제기동 1153-10","은행나무 "
황물로,"서울특별시 동대문구 답십리동 467-7","양버즘나무 "
제기로17길,"서울특별시 동대문구 청량리동 205-100","은행나무 "
한천로,"서울특별시 동대문구 휘경동 43-165","이팝나무 "
고산자로,"서울특별시 동대문구 제기동 927","양버즘나무 "
회기로,"서울특별시 동대문구 청량리동 산 1-211","은행나무 "
고산자로,"서울특별시 동대문구 제기동 928-14","은행나무 "
망우로21길,"서울특별시 동대문구 휘경동 264-1","은행나무 "
답십리로,"서울특별시 동대문구 장안동 141-30","이팝나무 "
이문로,"서울특별시 동대문구 이문동 292-266","은행나무 "
홍릉로,"서울특별시 동대문구 청량리동 205-551","은행나무 "
