INTEGRATED_NAME,ADDRESS,AREA,TREES_KIND,TREE_NAME,CONIFEROUS_DECIDUOUS,EVERGREEN_DECIDUOUS,SIZE_STRUCTURE,FLOWER_FRUIT,FLOWER,SEASON
제기로17길,"서울특별시 동대문구 청량리동 205-66",0.0029835842628772665,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
신이문로,"서울특별시 동대문구 이문동 237-3",0.004777305056230333,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로,"서울특별시 동대문구 청량리동 산 1-137",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 25-2",0.01893440584438743,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 25-2",0.01893440584438743,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 이문동 209-16",0.043969435750392666,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
고산자로,"서울특별시 동대문구 제기동 1032",0.018242091564576145,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
황물로,"서울특별시 동대문구 답십리동 961-7",0.017570731753290648,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
답십리로,"서울특별시 동대문구 전농동 648-164",0.03436276900247712,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
답십리로,"서울특별시 동대문구 전농동 648-164",0.03436276900247712,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로14길,"서울특별시 동대문구 장안동 471-2",0.004875831588039892,"양버즘나무 이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로14길,"서울특별시 동대문구 장안동 471-2",0.004875831588039892,"양버즘나무 이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로14길,"서울특별시 동대문구 장안동 471-2",0.004875831588039892,"양버즘나무 이팝나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 휘경동 57-2",0.043969435750392666,"은행나무 메타세쿼이아 ",메타세쿼이아,침엽수,낙엽수,교목,,X,X
한천로,"서울특별시 동대문구 휘경동 57-2",0.043969435750392666,"은행나무 메타세쿼이아 ",은행나무,침엽수,낙엽수,교목,,봄,가을
사가정로,"서울특별시 동대문구 전농1동 314-4",0.07865510585547797,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안벚꽃로,"서울특별시 동대문구 장안동 473-4",0.02736104345503263,"양버즘나무 이팝나무 느티나무 회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 473-4",0.02736104345503263,"양버즘나무 이팝나무 느티나무 회화나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
장안벚꽃로,"서울특별시 동대문구 장안동 473-4",0.02736104345503263,"양버즘나무 이팝나무 느티나무 회화나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 473-4",0.02736104345503263,"양버즘나무 이팝나무 느티나무 회화나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
망우로21길,"서울특별시 동대문구 휘경동 261-1",0.0067675002995912815,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
답십리로,"서울특별시 동대문구 답십리동 62-5",0.03436276900247712,"이팝나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로,"서울특별시 동대문구 휘경동 43-176",0.043969435750392666,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 휘경동 43-176",0.043969435750392666,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 장안동 550",0.043969435750392666,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 장안동 550",0.043969435750392666,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
회기로,"서울특별시 동대문구 제기동 1142-29",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
안암로,"서울특별시 동대문구 제기동 1154",0.016756015157060974,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 이문동 209-20",0.043969435750392666,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
제기로17길,"서울특별시 동대문구 청량리동 203-25",0.0029835842628772665,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
천호대로,"서울특별시 동대문구 답십리동 494-8",0.050337358499340144,"양버즘나무 산딸나무 ",산딸나무,활엽수,낙엽수,관목,화목/열매수,봄,가을
천호대로,"서울특별시 동대문구 답십리동 494-8",0.050337358499340144,"양버즘나무 산딸나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 장안동 482",0.043969435750392666,"양버즘나무 은행나무 백합나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 장안동 482",0.043969435750392666,"양버즘나무 은행나무 백합나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 장안동 482",0.043969435750392666,"양버즘나무 은행나무 백합나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
약령시로,"서울특별시 동대문구 제기동 851",0.01813872304556547,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
약령시로,"서울특별시 동대문구 제기동 851",0.01813872304556547,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 휘경동 49-23",0.02736104345503263,"회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
천호대로,"서울특별시 동대문구 답십리동 495-5",0.050337358499340144,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
천호대로,"서울특별시 동대문구 답십리동 495-5",0.050337358499340144,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
천호대로47길,"서울특별시 동대문구 답십리동 645-9",0.0021645883362325815,"느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
천호대로,"서울특별시 동대문구 답십리동 492-12",0.050337358499340144,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 답십리동 264-1",0.01893440584438743,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 264-1",0.01893440584438743,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 456-13",0.02736104345503263,"양버즘나무 이팝나무 회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 456-13",0.02736104345503263,"양버즘나무 이팝나무 회화나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 456-13",0.02736104345503263,"양버즘나무 이팝나무 회화나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
휘경로,"서울특별시 동대문구 휘경동 146-116",0.00827549427237474,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
사가정로,"서울특별시 동대문구 전농동 42-4",0.07865510585547797,"양버즘나무 단풍나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
사가정로,"서울특별시 동대문구 전농동 42-4",0.07865510585547797,"양버즘나무 단풍나무 은행나무 ",단풍나무,활엽수,낙엽수,교목,,봄,가을
사가정로,"서울특별시 동대문구 전농동 42-4",0.07865510585547797,"양버즘나무 단풍나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 답십리동 2-32",0.043969435750392666,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
청계천로,"서울특별시 동대문구 용두동 701-6",0.01948566321300367,"단풍나무 이팝나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
청계천로,"서울특별시 동대문구 용두동 701-6",0.01948566321300367,"단풍나무 이팝나무 느티나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
청계천로,"서울특별시 동대문구 용두동 701-6",0.01948566321300367,"단풍나무 이팝나무 느티나무 ",단풍나무,활엽수,낙엽수,교목,,봄,가을
청계천로,"서울특별시 동대문구 신설동 100-23",0.01948566321300367,"느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
전농로,"서울특별시 동대문구 전농동 295-61",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로,"서울특별시 동대문구 청량리동 206-4",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안벚꽃로,"서울특별시 동대문구 휘경동 49-54",0.02736104345503263,"회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
서울시립대로,"서울특별시 동대문구 전농동 150-10",0.015070999217401845,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
답십리로,"서울특별시 동대문구 전농동 625-5",0.03436276900247712,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
답십리로,"서울특별시 동대문구 전농동 625-5",0.03436276900247712,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
황물로,"서울특별시 동대문구 답십리동 530-18",0.017570731753290648,"백합나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 전농동 1-203",0.043969435750392666,"이팝나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
청계천로,"서울특별시 동대문구 신설동 109-8",0.01948566321300367,"느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
서울시립대로,"서울특별시 동대문구 전농동 569-54",0.015070999217401845,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
왕산로,"서울특별시 동대문구 전농동 620-67",0.032634459895788274,"양버즘나무 이팝나무 은행나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
왕산로,"서울특별시 동대문구 전농동 620-67",0.032634459895788274,"양버즘나무 이팝나무 은행나무 느티나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
왕산로,"서울특별시 동대문구 전농동 620-67",0.032634459895788274,"양버즘나무 이팝나무 은행나무 느티나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
왕산로,"서울특별시 동대문구 전농동 620-67",0.032634459895788274,"양버즘나무 이팝나무 은행나무 느티나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 이문동 101-20",0.043969435750392666,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 이문동 101-20",0.043969435750392666,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
신이문로,"서울특별시 동대문구 이문동 357-3",0.004777305056230333,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 141-171",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 답십리동 951-3",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 답십리동 951-3",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로,"서울특별시 동대문구 답십리동 951-3",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 전농동 103-524",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로,"서울특별시 동대문구 휘경동 319-42",0.021741305586761694,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로,"서울특별시 동대문구 휘경동 319-42",0.021741305586761694,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
회기로,"서울특별시 동대문구 회기동 45-46",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 184-4",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안벚꽃로,"서울특별시 동대문구 장안동 440-16",0.02736104345503263,"이팝나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
천호대로,"서울특별시 동대문구 답십리동 493-7",0.050337358499340144,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
천호대로,"서울특별시 동대문구 답십리동 493-7",0.050337358499340144,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
고산자로,"서울특별시 동대문구 제기동 796",0.018242091564576145,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 답십리동 257-1",0.01893440584438743,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 257-1",0.01893440584438743,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
회기로,"서울특별시 동대문구 청량리동 206-3",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
경동시장로,"서울특별시 동대문구 제기동 293",0.007339705754235844,"이팝나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
사가정로,"서울특별시 동대문구 장안동 105-6",0.07865510585547797,"이팝나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
사가정로,"서울특별시 동대문구 장안동 105-6",0.07865510585547797,"이팝나무 느티나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
전농로,"서울특별시 동대문구 전농동 141-62",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로,"서울특별시 동대문구 청량리동 산 1-141",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
고산자로,"서울특별시 동대문구 제기동 909",0.018242091564576145,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
약령시로,"서울특별시 동대문구 제기동 1154",0.01813872304556547,"느티나무 벚나무 ",벚나무,활엽수,낙엽수,교목,화목,봄,X
약령시로,"서울특별시 동대문구 제기동 1154",0.01813872304556547,"느티나무 벚나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
천호대로,"서울특별시 동대문구 장안동 472-1",0.050337358499340144,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
천호대로,"서울특별시 동대문구 장안동 472-1",0.050337358499340144,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
답십리로,"서울특별시 동대문구 전농동 623-15",0.03436276900247712,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
홍릉로,"서울특별시 동대문구 청량리동 204-38",0.010536790657002002,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
홍릉로,"서울특별시 동대문구 청량리동 204-38",0.010536790657002002,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
망우로,"서울특별시 동대문구 휘경동 34-6",0.016272854542858997,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
무학로,"서울특별시 동대문구 용두동 150-32",0.01198180693274892,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 답십리동 12-231",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 답십리동 12-231",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로,"서울특별시 동대문구 답십리동 12-231",0.043969435750392666,"양버즘나무 이팝나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
휘경로,"서울특별시 동대문구 휘경동 118-22",0.00827549427237474,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
휘경로,"서울특별시 동대문구 휘경동 118-22",0.00827549427237474,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
이문로,"서울특별시 동대문구 이문동 256-2",0.01893917204337028,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안벚꽃로,"서울특별시 동대문구 장안동 473-1",0.02736104345503263,"이팝나무 회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 장안동 473-1",0.02736104345503263,"이팝나무 회화나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
이문로,"서울특별시 동대문구 이문동 292-261",0.01893917204337028,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 이문동 292-261",0.01893917204337028,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
외대역동로,"서울특별시 동대문구 휘경동 108-36",0.009616367442984957,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
답십리로,"서울특별시 동대문구 전농동 679-8",0.03436276900247712,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
홍릉로,"서울특별시 동대문구 청량리동 산 1-215",0.010536790657002002,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
홍릉로,"서울특별시 동대문구 청량리동 산 1-215",0.010536790657002002,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
천호대로47길,"서울특별시 동대문구 답십리동 645-7",0.0021645883362325815,"은행나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
천호대로47길,"서울특별시 동대문구 답십리동 645-7",0.0021645883362325815,"은행나무 느티나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
서울시립대로,"서울특별시 동대문구 전농동 581-19",0.015070999217401845,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 103-98",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
무학로,"서울특별시 동대문구 용두동 146-16",0.01198180693274892,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 439-4",0.01893440584438743,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 답십리동 2-56",0.043969435750392666,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
한천로,"서울특별시 동대문구 답십리동 2-56",0.043969435750392666,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
무학로,"서울특별시 동대문구 용두동 130-16",0.01198180693274892,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
안암로,"서울특별시 동대문구 제기동 190-11",0.016756015157060974,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
안암로,"서울특별시 동대문구 제기동 190-11",0.016756015157060974,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
회기로,"서울특별시 동대문구 제기동 1142-16",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장한로,"서울특별시 동대문구 장안동 469-10",0.01828729174665348,"양버즘나무 이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장한로,"서울특별시 동대문구 장안동 469-10",0.01828729174665348,"양버즘나무 이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
장한로,"서울특별시 동대문구 장안동 469-10",0.01828729174665348,"양버즘나무 이팝나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
답십리로,"서울특별시 동대문구 답십리동 53-54",0.03436276900247712,"이팝나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로,"서울특별시 동대문구 이문동 210-1",0.043969435750392666,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 휘경동 49-11",0.02736104345503263,"이팝나무 회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 휘경동 49-11",0.02736104345503263,"이팝나무 회화나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
천호대로45길,"서울특별시 동대문구 용두동 39-924",0.004652402872591969,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
서울시립대로,"서울특별시 동대문구 전농동 530-88",0.015070999217401845,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 36-2",0.01893440584438743,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 36-2",0.01893440584438743,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
이문로,"서울특별시 동대문구 휘경동 187-50",0.01893917204337028,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 이문동 251-1",0.01893917204337028,"양버즘나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 이문동 251-1",0.01893917204337028,"양버즘나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
장한로6길,"서울특별시 동대문구 장안동 480-11",0.00499277495184584,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
청계천로,"서울특별시 동대문구 용두동 696-6",0.01948566321300367,"양버즘나무 은행나무 소나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
청계천로,"서울특별시 동대문구 용두동 696-6",0.01948566321300367,"양버즘나무 은행나무 소나무 느티나무 ",소나무,침엽수,상록수,교목,,X,X
청계천로,"서울특별시 동대문구 용두동 696-6",0.01948566321300367,"양버즘나무 은행나무 소나무 느티나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
청계천로,"서울특별시 동대문구 용두동 696-6",0.01948566321300367,"양버즘나무 은행나무 소나무 느티나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
회기로,"서울특별시 동대문구 청량리동 산 1-227",0.021741305586761694,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장한로,"서울특별시 동대문구 장안동 469-13",0.01828729174665348,"이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장한로,"서울특별시 동대문구 장안동 469-13",0.01828729174665348,"이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
한천로,"서울특별시 동대문구 휘경동 7-34",0.043969435750392666,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
한천로,"서울특별시 동대문구 이문동 209-18",0.043969435750392666,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 전농동 103-297",0.01893440584438743,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
경희대로,"서울특별시 동대문구 회기동 16-59",0.0035236378263621155,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
서울시립대로,"서울특별시 동대문구 전농동 534-5",0.015070999217401845,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
고산자로,"서울특별시 동대문구 제기동 136-11",0.018242091564576145,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안벚꽃로,"서울특별시 동대문구 휘경동 49-14",0.02736104345503263,"이팝나무 회화나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
장안벚꽃로,"서울특별시 동대문구 휘경동 49-14",0.02736104345503263,"이팝나무 회화나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
황물로,"서울특별시 동대문구 답십리동 539-6",0.017570731753290648,"양버즘나무 이팝나무 은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
황물로,"서울특별시 동대문구 답십리동 539-6",0.017570731753290648,"양버즘나무 이팝나무 은행나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
황물로,"서울특별시 동대문구 답십리동 539-6",0.017570731753290648,"양버즘나무 이팝나무 은행나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
왕산로,"서울특별시 동대문구 신설동 76-69",0.032634459895788274,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 회기동 67-7",0.01893917204337028,"양버즘나무 은행나무 백합나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
이문로,"서울특별시 동대문구 회기동 67-7",0.01893917204337028,"양버즘나무 은행나무 백합나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 회기동 67-7",0.01893917204337028,"양버즘나무 은행나무 백합나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
이문로,"서울특별시 동대문구 이문동 341-13",0.01893917204337028,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
망우로,"서울특별시 동대문구 휘경동 317-10",0.016272854542858997,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
홍릉로,"서울특별시 동대문구 청량리동 317-1",0.010536790657002002,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 답십리동 97-1",0.01893440584438743,"양버즘나무 은행나무 백합나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 답십리동 97-1",0.01893440584438743,"양버즘나무 은행나무 백합나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
전농로,"서울특별시 동대문구 답십리동 97-1",0.01893440584438743,"양버즘나무 은행나무 백합나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
전농로,"서울특별시 동대문구 답십리동 530-3",0.01893440584438743,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
약령시로,"서울특별시 동대문구 제기동 180-1",0.01813872304556547,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
이문로,"서울특별시 동대문구 이문동 327-3",0.01893917204337028,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
홍릉로,"서울특별시 동대문구 청량리동 205-845",0.010536790657002002,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
외대역동로,"서울특별시 동대문구 휘경동 42-4",0.009616367442984957,"은행나무 느티나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
외대역동로,"서울특별시 동대문구 휘경동 42-4",0.009616367442984957,"은행나무 느티나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
회기로10길,"서울특별시 동대문구 청량리동 206-9",0.0026016673482499105,"벚나무 ",벚나무,활엽수,낙엽수,교목,화목,봄,X
이문로,"서울특별시 동대문구 이문동 256-371",0.01893917204337028,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
제기로17길,"서울특별시 동대문구 청량리동 203-38",0.0029835842628772665,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
천호대로,"서울특별시 동대문구 답십리동 497-39",0.050337358499340144,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
신이문로,"서울특별시 동대문구 이문동 220-106",0.004777305056230333,"은행나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
홍릉로,"서울특별시 동대문구 청량리동 205-809",0.010536790657002002,"양버즘나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
