INTEGRATED_NAME,ADDRESS,AREA,TREES_KIND,TREE_NAME,CONIFEROUS_DECIDUOUS,EVERGREEN_DECIDUOUS,SIZE_STRUCTURE,FLOWER_FRUIT,FLOWER,SEASON
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",팥배나무,활엽수,낙엽수,교목,열매수,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",측백나무,침엽수,상록수,관목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",칠엽수,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",가문비나무,침엽수,상록수,교목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",아까시나무,활엽수,낙엽수,교목,화목,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",메타세쿼이아,침엽수,낙엽수,교목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",모감주나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",물푸레나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",벚나무,활엽수,낙엽수,교목,화목,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",가죽나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",감나무,활엽수,낙엽수,교목,열매수,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",향나무,침엽수,상록수,관목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",뽕나무,활엽수,낙엽수,교목,열매수,봄,여름
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",산수유,활엽수,낙엽수,관목,화목/열매수,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",사과나무,활엽수,낙엽수,교목,열매수,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",피나무,활엽수,낙엽수,교목,,봄,여름
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",소나무,침엽수,상록수,교목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",산딸나무,활엽수,낙엽수,관목,화목/열매수,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",버드나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",계수나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",오동나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",잣나무,침엽수,상록수,교목,,X,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",목련,활엽수,낙엽수,교목,화목,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",단풍나무,활엽수,낙엽수,교목,,봄,가을
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",양버즘나무,활엽수,낙엽수,교목,,봄,X
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",매실나무,활엽수,낙엽수,교목,열매수,봄,여름
장안근린공원,"서울특별시 동대문구 장안동 300",14744.8,"모과나무 매실나무 양버즘나무 단풍나무 목련 잣나무 오동나무 이팝나무 계수나무 버드나무 산딸나무 은행나무 소나무 피나무 사과나무 산수유 뽕나무 향나무 감나무 가죽나무 느티나무 벚나무 물푸레나무 모감주나무 메타세쿼이아 아까시나무 오동나무 가문비나무 칠엽수 측백나무 백합나무 팥배나무 ",모과나무,활엽수,낙엽수,교목,열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",자귀나무,활엽수,낙엽수,관목,,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",주목,침엽수,상록수,관목,,X,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",밤나무,활엽수,낙엽수,교목,열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",중국단풍,활엽수,낙엽수,교목,,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",대추나무,활엽수,낙엽수,교목,열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",왕벚나무,활엽수,낙엽수,교목,화목,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",회화나무,활엽수,낙엽수,교목,,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",참나무,활엽수,낙엽수,교목,,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",살구나무,활엽수,낙엽수,교목,열매수,봄,여름
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",때죽나무,활엽수,낙엽수,교목,화목,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",배롱나무,활엽수,낙엽수,교목,화목,여름,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",백합나무,활엽수,낙엽수,교목,,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",메타세쿼이아,침엽수,낙엽수,교목,,X,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",벚나무,활엽수,낙엽수,교목,화목,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",느티나무,활엽수,낙엽수,교목,,여름,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",감나무,활엽수,낙엽수,교목,열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",향나무,침엽수,상록수,관목,,X,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",뽕나무,활엽수,낙엽수,교목,열매수,봄,여름
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",산수유,활엽수,낙엽수,관목,화목/열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",소나무,침엽수,상록수,교목,,X,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",은행나무,침엽수,낙엽수,교목,,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",산딸나무,활엽수,낙엽수,관목,화목/열매수,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",버드나무,활엽수,낙엽수,교목,,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",이팝나무,활엽수,낙엽수,교목,화목,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",잣나무,침엽수,상록수,교목,,X,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",목련,활엽수,낙엽수,교목,화목,봄,X
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",단풍나무,활엽수,낙엽수,교목,,봄,가을
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",매실나무,활엽수,낙엽수,교목,열매수,봄,여름
용두근린공원,"서울특별시 동대문구 용두동 34-1",17182,"모과나무 매실나무 단풍나무 목련 잣나무 이팝나무 버드나무 산딸나무 은행나무 소나무 산수유 뽕나무 향나무 감나무 느티나무 벚나무 메타세쿼이아 백합나무 배롱나무 때죽나무 살구나무 참나무 회화나무 왕벚나무 대추나무 중국단풍 밤나무 주목 자귀나무 ",모과나무,활엽수,낙엽수,교목,열매수,봄,가을
우산각어린이공원,"서울특별시 동대문구 신설동 109-4",5294.2,"양버즘나무 단풍나무 목련 잣나무 산딸나무 은행나무 소나무 산수유 뽕나무 느티나무 벚나무 메타세쿼이아 오동나무 측백나무 살구나무 자두나무 주목 ",주목,침엽수,상록수,관목,,X,X
우산각어린이공원,"서울특별시 동대문구 신설동 109-4",5294.2,"양버즘나무 단풍나무 목련 잣나무 산딸나무 은행나무 소나무 산수유 뽕나무 느티나무 벚나무 메타세쿼이아 오동나무 측백나무 살구나무 자두나무 주목 ",자두나무,활엽수,낙엽수,교목,열매수,봄,여름
우산각어린이공원,"서울특별시 동대문구 신설동 109-4",5294.2,"양버즘나무 단풍나무 목련 잣나무 산딸나무 은행나무 소나무 산수유 뽕나무 느티나무 벚나무 메타세쿼이아 오동나무 측백나무 살구나무 자두나무 주목 ",살구나무,활엽수,낙엽수,교목,열매수,봄,여름
우산각어린이공원,"서울특별시 동대문구 신설동 109-4",5294.2,"양버즘나무 단풍나무 목련 잣나무 산딸나무 은행나무 소나무 산수유 뽕나무 느티나무 벚나무 메타세쿼이아 오동나무 측백나무 살구나무 자두나무 주목 ",측백나무,침엽수,상록수,관목,,X,X
